20000
1,outside,Room Description,
10176,outside,Room Description,
NORTH,10176,North Discription
SOUTH,10376,South Descripton
EAST,10177,East Description
WEST,10175,West Description
10177,outside,Room Description,
NORTH,10177,North Discription
SOUTH,10377,South Descripton
EAST,10178,East Description
WEST,10176,West Description
10178,outside,Room Description,
NORTH,10178,North Discription
SOUTH,10378,South Descripton
EAST,10179,East Description
WEST,10177,West Description
10179,outside,Room Description,
NORTH,10179,North Discription
SOUTH,10379,South Descripton
EAST,10180,East Description
WEST,10178,West Description
10180,outside,Room Description,
NORTH,10180,North Discription
SOUTH,10380,South Descripton
EAST,10181,East Description
WEST,10179,West Description
10181,outside,Room Description,
NORTH,10181,North Discription
SOUTH,10381,South Descripton
EAST,10182,East Description
WEST,10180,West Description
10182,outside,Room Description,
NORTH,10182,North Discription
SOUTH,10382,South Descripton
EAST,10183,East Description
WEST,10181,West Description
10183,outside,Room Description,
NORTH,10183,North Discription
SOUTH,10383,South Descripton
EAST,10184,East Description
WEST,10182,West Description
10184,outside,Room Description,
NORTH,10184,North Discription
SOUTH,10384,South Descripton
EAST,10185,East Description
WEST,10183,West Description
10185,outside,Room Description,
NORTH,10185,North Discription
SOUTH,10385,South Descripton
EAST,10186,East Description
WEST,10184,West Description
10186,outside,Room Description,
NORTH,10186,North Discription
SOUTH,10386,South Descripton
EAST,10187,East Description
WEST,10185,West Description
10187,outside,Room Description,
NORTH,10187,North Discription
SOUTH,10387,South Descripton
EAST,10188,East Description
WEST,10186,West Description
10188,outside,Room Description,
NORTH,10188,North Discription
SOUTH,10388,South Descripton
EAST,10189,East Description
WEST,10187,West Description
10189,outside,Room Description,
NORTH,10189,North Discription
SOUTH,10389,South Descripton
EAST,10190,East Description
WEST,10188,West Description
10190,outside,Room Description,
NORTH,10190,North Discription
SOUTH,10390,South Descripton
EAST,10191,East Description
WEST,10189,West Description
10191,outside,Room Description,
NORTH,10191,North Discription
SOUTH,10391,South Descripton
EAST,10192,East Description
WEST,10190,West Description
10192,outside,Room Description,
NORTH,10192,North Discription
SOUTH,10392,South Descripton
EAST,10193,East Description
WEST,10191,West Description
10193,outside,Room Description,
NORTH,10193,North Discription
SOUTH,10393,South Descripton
EAST,10194,East Description
WEST,10192,West Description
10194,outside,Room Description,
NORTH,10194,North Discription
SOUTH,10394,South Descripton
EAST,10195,East Description
WEST,10193,West Description
10195,outside,Room Description,
NORTH,10195,North Discription
SOUTH,10395,South Descripton
EAST,10196,East Description
WEST,10194,West Description
10196,outside,Room Description,
NORTH,10196,North Discription
SOUTH,10396,South Descripton
EAST,10197,East Description
WEST,10195,West Description
10197,outside,Room Description,
NORTH,10197,North Discription
SOUTH,10397,South Descripton
EAST,10198,East Description
WEST,10196,West Description
10198,outside,Room Description,
NORTH,10198,North Discription
SOUTH,10398,South Descripton
EAST,10199,East Description
WEST,10197,West Description
10199,outside,Room Description,
NORTH,10199,North Discription
SOUTH,10399,South Descripton
EAST,10200,East Description
WEST,10198,West Description
10200,outside,Room Description,
NORTH,10200,North Discription
SOUTH,10400,South Descripton
EAST,0,East Description
WEST,10199,West Description
10201,outside,Room Description,
NORTH,10201,North Discription
SOUTH,10401,South Descripton
EAST,10202,East Description
WEST,0,West Description
10202,outside,Room Description,
NORTH,10202,North Discription
SOUTH,10402,South Descripton
EAST,10203,East Description
WEST,10201,West Description
10203,outside,Room Description,
NORTH,10203,North Discription
SOUTH,10403,South Descripton
EAST,10204,East Description
WEST,10202,West Description
10204,outside,Room Description,
NORTH,10204,North Discription
SOUTH,10404,South Descripton
EAST,10205,East Description
WEST,10203,West Description
10205,outside,Room Description,
NORTH,10205,North Discription
SOUTH,10405,South Descripton
EAST,10206,East Description
WEST,10204,West Description
10206,outside,Room Description,
NORTH,10206,North Discription
SOUTH,10406,South Descripton
EAST,10207,East Description
WEST,10205,West Description
10207,outside,Room Description,
NORTH,10207,North Discription
SOUTH,10407,South Descripton
EAST,10208,East Description
WEST,10206,West Description
10208,outside,Room Description,
NORTH,10208,North Discription
SOUTH,10408,South Descripton
EAST,10209,East Description
WEST,10207,West Description
10209,outside,Room Description,
NORTH,10209,North Discription
SOUTH,10409,South Descripton
EAST,10210,East Description
WEST,10208,West Description
10210,outside,Room Description,
NORTH,10210,North Discription
SOUTH,10410,South Descripton
EAST,10211,East Description
WEST,10209,West Description
10211,outside,Room Description,
NORTH,10211,North Discription
SOUTH,10411,South Descripton
EAST,10212,East Description
WEST,10210,West Description
10212,outside,Room Description,
NORTH,10212,North Discription
SOUTH,10412,South Descripton
EAST,10213,East Description
WEST,10211,West Description
10213,outside,Room Description,
NORTH,10213,North Discription
SOUTH,10413,South Descripton
EAST,10214,East Description
WEST,10212,West Description
10214,outside,Room Description,
NORTH,10214,North Discription
SOUTH,10414,South Descripton
EAST,10215,East Description
WEST,10213,West Description
10215,outside,Room Description,
NORTH,10215,North Discription
SOUTH,10415,South Descripton
EAST,10216,East Description
WEST,10214,West Description
10216,outside,Room Description,
NORTH,10216,North Discription
SOUTH,10416,South Descripton
EAST,10217,East Description
WEST,10215,West Description
10217,outside,Room Description,
NORTH,10217,North Discription
SOUTH,10417,South Descripton
EAST,10218,East Description
WEST,10216,West Description
10218,outside,Room Description,
NORTH,10218,North Discription
SOUTH,10418,South Descripton
EAST,10219,East Description
WEST,10217,West Description
10219,outside,Room Description,
NORTH,10219,North Discription
SOUTH,10419,South Descripton
EAST,10220,East Description
WEST,10218,West Description
10220,outside,Room Description,
NORTH,10220,North Discription
SOUTH,10420,South Descripton
EAST,10221,East Description
WEST,10219,West Description
10221,outside,Room Description,
NORTH,10221,North Discription
SOUTH,10421,South Descripton
EAST,10222,East Description
WEST,10220,West Description
10222,outside,Room Description,
NORTH,10222,North Discription
SOUTH,10422,South Descripton
EAST,10223,East Description
WEST,10221,West Description
10223,outside,Room Description,
NORTH,10223,North Discription
SOUTH,10423,South Descripton
EAST,10224,East Description
WEST,10222,West Description
10224,outside,Room Description,
NORTH,10224,North Discription
SOUTH,10424,South Descripton
EAST,10225,East Description
WEST,10223,West Description
10225,outside,Room Description,
NORTH,10225,North Discription
SOUTH,10425,South Descripton
EAST,10226,East Description
WEST,10224,West Description
10226,outside,Room Description,
NORTH,10226,North Discription
SOUTH,10426,South Descripton
EAST,10227,East Description
WEST,10225,West Description
10227,outside,Room Description,
NORTH,10227,North Discription
SOUTH,10427,South Descripton
EAST,10228,East Description
WEST,10226,West Description
10228,outside,Room Description,
NORTH,10228,North Discription
SOUTH,10428,South Descripton
EAST,10229,East Description
WEST,10227,West Description
10229,outside,Room Description,
NORTH,10229,North Discription
SOUTH,10429,South Descripton
EAST,10230,East Description
WEST,10228,West Description
10230,outside,Room Description,
NORTH,10230,North Discription
SOUTH,10430,South Descripton
EAST,10231,East Description
WEST,10229,West Description
10231,outside,Room Description,
NORTH,10231,North Discription
SOUTH,10431,South Descripton
EAST,10232,East Description
WEST,10230,West Description
10232,outside,Room Description,
NORTH,10232,North Discription
SOUTH,10432,South Descripton
EAST,10233,East Description
WEST,10231,West Description
10233,outside,Room Description,
NORTH,10233,North Discription
SOUTH,10433,South Descripton
EAST,10234,East Description
WEST,10232,West Description
10234,outside,Room Description,
NORTH,10234,North Discription
SOUTH,10434,South Descripton
EAST,10235,East Description
WEST,10233,West Description
10235,outside,Room Description,
NORTH,10235,North Discription
SOUTH,10435,South Descripton
EAST,10236,East Description
WEST,10234,West Description
10236,outside,Room Description,
NORTH,10236,North Discription
SOUTH,10436,South Descripton
EAST,10237,East Description
WEST,10235,West Description
10237,outside,Room Description,
NORTH,10237,North Discription
SOUTH,10437,South Descripton
EAST,10238,East Description
WEST,10236,West Description
10238,outside,Room Description,
NORTH,10238,North Discription
SOUTH,10438,South Descripton
EAST,10239,East Description
WEST,10237,West Description
10239,outside,Room Description,
NORTH,10239,North Discription
SOUTH,10439,South Descripton
EAST,10240,East Description
WEST,10238,West Description
10240,outside,Room Description,
NORTH,10240,North Discription
SOUTH,10440,South Descripton
EAST,10241,East Description
WEST,10239,West Description
10241,outside,Room Description,
NORTH,10241,North Discription
SOUTH,10441,South Descripton
EAST,10242,East Description
WEST,10240,West Description
10242,outside,Room Description,
NORTH,10242,North Discription
SOUTH,10442,South Descripton
EAST,10243,East Description
WEST,10241,West Description
10243,outside,Room Description,
NORTH,10243,North Discription
SOUTH,10443,South Descripton
EAST,10244,East Description
WEST,10242,West Description
10244,outside,Room Description,
NORTH,10244,North Discription
SOUTH,10444,South Descripton
EAST,10245,East Description
WEST,10243,West Description
10245,outside,Room Description,
NORTH,10245,North Discription
SOUTH,10445,South Descripton
EAST,10246,East Description
WEST,10244,West Description
10246,outside,Room Description,
NORTH,10246,North Discription
SOUTH,10446,South Descripton
EAST,10247,East Description
WEST,10245,West Description
10247,outside,Room Description,
NORTH,10247,North Discription
SOUTH,10447,South Descripton
EAST,10248,East Description
WEST,10246,West Description
10248,outside,Room Description,
NORTH,10248,North Discription
SOUTH,10448,South Descripton
EAST,10249,East Description
WEST,10247,West Description
10249,outside,Room Description,
NORTH,10249,North Discription
SOUTH,10449,South Descripton
EAST,10250,East Description
WEST,10248,West Description
10250,outside,Room Description,
NORTH,10250,North Discription
SOUTH,10450,South Descripton
EAST,10251,East Description
WEST,10249,West Description
10251,outside,Room Description,
NORTH,10251,North Discription
SOUTH,10451,South Descripton
EAST,10252,East Description
WEST,10250,West Description
10252,outside,Room Description,
NORTH,10252,North Discription
SOUTH,10452,South Descripton
EAST,10253,East Description
WEST,10251,West Description
10253,outside,Room Description,
NORTH,10253,North Discription
SOUTH,10453,South Descripton
EAST,10254,East Description
WEST,10252,West Description
10254,outside,Room Description,
NORTH,10254,North Discription
SOUTH,10454,South Descripton
EAST,10255,East Description
WEST,10253,West Description
10255,outside,Room Description,
NORTH,10255,North Discription
SOUTH,10455,South Descripton
EAST,10256,East Description
WEST,10254,West Description
10256,outside,Room Description,
NORTH,10256,North Discription
SOUTH,10456,South Descripton
EAST,10257,East Description
WEST,10255,West Description
10257,outside,Room Description,
NORTH,10257,North Discription
SOUTH,10457,South Descripton
EAST,10258,East Description
WEST,10256,West Description
10258,outside,Room Description,
NORTH,10258,North Discription
SOUTH,10458,South Descripton
EAST,10259,East Description
WEST,10257,West Description
10259,outside,Room Description,
NORTH,10259,North Discription
SOUTH,10459,South Descripton
EAST,10260,East Description
WEST,10258,West Description
10260,outside,Room Description,
NORTH,10260,North Discription
SOUTH,10460,South Descripton
EAST,10261,East Description
WEST,10259,West Description
10261,outside,Room Description,
NORTH,10261,North Discription
SOUTH,10461,South Descripton
EAST,10262,East Description
WEST,10260,West Description
10262,outside,Room Description,
NORTH,10262,North Discription
SOUTH,10462,South Descripton
EAST,10263,East Description
WEST,10261,West Description
10263,outside,Room Description,
NORTH,10263,North Discription
SOUTH,10463,South Descripton
EAST,10264,East Description
WEST,10262,West Description
10264,outside,Room Description,
NORTH,10264,North Discription
SOUTH,10464,South Descripton
EAST,10265,East Description
WEST,10263,West Description
10265,outside,Room Description,
NORTH,10265,North Discription
SOUTH,10465,South Descripton
EAST,10266,East Description
WEST,10264,West Description
10266,outside,Room Description,
NORTH,10266,North Discription
SOUTH,10466,South Descripton
EAST,10267,East Description
WEST,10265,West Description
10267,outside,Room Description,
NORTH,10267,North Discription
SOUTH,10467,South Descripton
EAST,10268,East Description
WEST,10266,West Description
10268,outside,Room Description,
NORTH,10268,North Discription
SOUTH,10468,South Descripton
EAST,10269,East Description
WEST,10267,West Description
10269,outside,Room Description,
NORTH,10269,North Discription
SOUTH,10469,South Descripton
EAST,10270,East Description
WEST,10268,West Description
10270,outside,Room Description,
NORTH,10270,North Discription
SOUTH,10470,South Descripton
EAST,10271,East Description
WEST,10269,West Description
10271,outside,Room Description,
NORTH,10271,North Discription
SOUTH,10471,South Descripton
EAST,10272,East Description
WEST,10270,West Description
10272,outside,Room Description,
NORTH,10272,North Discription
SOUTH,10472,South Descripton
EAST,10273,East Description
WEST,10271,West Description
10273,outside,Room Description,
NORTH,10273,North Discription
SOUTH,10473,South Descripton
EAST,10274,East Description
WEST,10272,West Description
10274,outside,Room Description,
NORTH,10274,North Discription
SOUTH,10474,South Descripton
EAST,10275,East Description
WEST,10273,West Description
10275,outside,Room Description,
NORTH,10275,North Discription
SOUTH,10475,South Descripton
EAST,10276,East Description
WEST,10274,West Description
10276,outside,Room Description,
NORTH,10276,North Discription
SOUTH,10476,South Descripton
EAST,10277,East Description
WEST,10275,West Description
10277,outside,Room Description,
NORTH,10277,North Discription
SOUTH,10477,South Descripton
EAST,10278,East Description
WEST,10276,West Description
10278,outside,Room Description,
NORTH,10278,North Discription
SOUTH,10478,South Descripton
EAST,10279,East Description
WEST,10277,West Description
10279,outside,Room Description,
NORTH,10279,North Discription
SOUTH,10479,South Descripton
EAST,10280,East Description
WEST,10278,West Description
10280,outside,Room Description,
NORTH,10280,North Discription
SOUTH,10480,South Descripton
EAST,10281,East Description
WEST,10279,West Description
10281,outside,Room Description,
NORTH,10281,North Discription
SOUTH,10481,South Descripton
EAST,10282,East Description
WEST,10280,West Description
10282,outside,Room Description,
NORTH,10282,North Discription
SOUTH,10482,South Descripton
EAST,10283,East Description
WEST,10281,West Description
10283,outside,Room Description,
NORTH,10283,North Discription
SOUTH,10483,South Descripton
EAST,10284,East Description
WEST,10282,West Description
10284,outside,Room Description,
NORTH,10284,North Discription
SOUTH,10484,South Descripton
EAST,10285,East Description
WEST,10283,West Description
10285,outside,Room Description,
NORTH,10285,North Discription
SOUTH,10485,South Descripton
EAST,10286,East Description
WEST,10284,West Description
10286,outside,Room Description,
NORTH,10286,North Discription
SOUTH,10486,South Descripton
EAST,10287,East Description
WEST,10285,West Description
10287,outside,Room Description,
NORTH,10287,North Discription
SOUTH,10487,South Descripton
EAST,10288,East Description
WEST,10286,West Description
10288,outside,Room Description,
NORTH,10288,North Discription
SOUTH,10488,South Descripton
EAST,10289,East Description
WEST,10287,West Description
10289,outside,Room Description,
NORTH,10289,North Discription
SOUTH,10489,South Descripton
EAST,10290,East Description
WEST,10288,West Description
10290,outside,Room Description,
NORTH,10290,North Discription
SOUTH,10490,South Descripton
EAST,10291,East Description
WEST,10289,West Description
10291,outside,Room Description,
NORTH,10291,North Discription
SOUTH,10491,South Descripton
EAST,10292,East Description
WEST,10290,West Description
10292,outside,Room Description,
NORTH,10292,North Discription
SOUTH,10492,South Descripton
EAST,10293,East Description
WEST,10291,West Description
10293,outside,Room Description,
NORTH,10293,North Discription
SOUTH,10493,South Descripton
EAST,10294,East Description
WEST,10292,West Description
10294,outside,Room Description,
NORTH,10294,North Discription
SOUTH,10494,South Descripton
EAST,10295,East Description
WEST,10293,West Description
10295,outside,Room Description,
NORTH,10295,North Discription
SOUTH,10495,South Descripton
EAST,10296,East Description
WEST,10294,West Description
10296,outside,Room Description,
NORTH,10296,North Discription
SOUTH,10496,South Descripton
EAST,10297,East Description
WEST,10295,West Description
10297,outside,Room Description,
NORTH,10297,North Discription
SOUTH,10497,South Descripton
EAST,10298,East Description
WEST,10296,West Description
10298,outside,Room Description,
NORTH,10298,North Discription
SOUTH,10498,South Descripton
EAST,10299,East Description
WEST,10297,West Description
10299,outside,Room Description,
NORTH,10299,North Discription
SOUTH,10499,South Descripton
EAST,10300,East Description
WEST,10298,West Description
10300,outside,Room Description,
NORTH,10300,North Discription
SOUTH,10500,South Descripton
EAST,10301,East Description
WEST,10299,West Description
10301,outside,Room Description,
NORTH,10301,North Discription
SOUTH,10501,South Descripton
EAST,10302,East Description
WEST,10300,West Description
10302,outside,Room Description,
NORTH,10302,North Discription
SOUTH,10502,South Descripton
EAST,10303,East Description
WEST,10301,West Description
10303,outside,Room Description,
NORTH,10303,North Discription
SOUTH,10503,South Descripton
EAST,10304,East Description
WEST,10302,West Description
10304,outside,Room Description,
NORTH,10304,North Discription
SOUTH,10504,South Descripton
EAST,10305,East Description
WEST,10303,West Description
10305,outside,Room Description,
NORTH,10305,North Discription
SOUTH,10505,South Descripton
EAST,10306,East Description
WEST,10304,West Description
10306,outside,Room Description,
NORTH,10306,North Discription
SOUTH,10506,South Descripton
EAST,10307,East Description
WEST,10305,West Description
10307,outside,Room Description,
NORTH,10307,North Discription
SOUTH,10507,South Descripton
EAST,10308,East Description
WEST,10306,West Description
10308,outside,Room Description,
NORTH,10308,North Discription
SOUTH,10508,South Descripton
EAST,10309,East Description
WEST,10307,West Description
10309,outside,Room Description,
NORTH,10309,North Discription
SOUTH,10509,South Descripton
EAST,10310,East Description
WEST,10308,West Description
10310,outside,Room Description,
NORTH,10310,North Discription
SOUTH,10510,South Descripton
EAST,10311,East Description
WEST,10309,West Description
10311,outside,Room Description,
NORTH,10311,North Discription
SOUTH,10511,South Descripton
EAST,10312,East Description
WEST,10310,West Description
10312,outside,Room Description,
NORTH,10312,North Discription
SOUTH,10512,South Descripton
EAST,10313,East Description
WEST,10311,West Description
10313,outside,Room Description,
NORTH,10313,North Discription
SOUTH,10513,South Descripton
EAST,10314,East Description
WEST,10312,West Description
10314,outside,Room Description,
NORTH,10314,North Discription
SOUTH,10514,South Descripton
EAST,10315,East Description
WEST,10313,West Description
10315,outside,Room Description,
NORTH,10315,North Discription
SOUTH,10515,South Descripton
EAST,10316,East Description
WEST,10314,West Description
10316,outside,Room Description,
NORTH,10316,North Discription
SOUTH,10516,South Descripton
EAST,10317,East Description
WEST,10315,West Description
10317,outside,Room Description,
NORTH,10317,North Discription
SOUTH,10517,South Descripton
EAST,10318,East Description
WEST,10316,West Description
10318,outside,Room Description,
NORTH,10318,North Discription
SOUTH,10518,South Descripton
EAST,10319,East Description
WEST,10317,West Description
10319,outside,Room Description,
NORTH,10319,North Discription
SOUTH,10519,South Descripton
EAST,10320,East Description
WEST,10318,West Description
10320,outside,Room Description,
NORTH,10320,North Discription
SOUTH,10520,South Descripton
EAST,10321,East Description
WEST,10319,West Description
10321,outside,Room Description,
NORTH,10321,North Discription
SOUTH,10521,South Descripton
EAST,10322,East Description
WEST,10320,West Description
10322,outside,Room Description,
NORTH,10322,North Discription
SOUTH,10522,South Descripton
EAST,10323,East Description
WEST,10321,West Description
10323,outside,Room Description,
NORTH,10323,North Discription
SOUTH,10523,South Descripton
EAST,10324,East Description
WEST,10322,West Description
10324,outside,Room Description,
NORTH,10324,North Discription
SOUTH,10524,South Descripton
EAST,10325,East Description
WEST,10323,West Description
10325,outside,Room Description,
NORTH,10325,North Discription
SOUTH,10525,South Descripton
EAST,10326,East Description
WEST,10324,West Description
10326,outside,Room Description,
NORTH,10326,North Discription
SOUTH,10526,South Descripton
EAST,10327,East Description
WEST,10325,West Description
10327,outside,Room Description,
NORTH,10327,North Discription
SOUTH,10527,South Descripton
EAST,10328,East Description
WEST,10326,West Description
10328,outside,Room Description,
NORTH,10328,North Discription
SOUTH,10528,South Descripton
EAST,10329,East Description
WEST,10327,West Description
10329,outside,Room Description,
NORTH,10329,North Discription
SOUTH,10529,South Descripton
EAST,10330,East Description
WEST,10328,West Description
10330,outside,Room Description,
NORTH,10330,North Discription
SOUTH,10530,South Descripton
EAST,10331,East Description
WEST,10329,West Description
10331,outside,Room Description,
NORTH,10331,North Discription
SOUTH,10531,South Descripton
EAST,10332,East Description
WEST,10330,West Description
10332,outside,Room Description,
NORTH,10332,North Discription
SOUTH,10532,South Descripton
EAST,10333,East Description
WEST,10331,West Description
10333,outside,Room Description,
NORTH,10333,North Discription
SOUTH,10533,South Descripton
EAST,10334,East Description
WEST,10332,West Description
10334,outside,Room Description,
NORTH,10334,North Discription
SOUTH,10534,South Descripton
EAST,10335,East Description
WEST,10333,West Description
10335,outside,Room Description,
NORTH,10335,North Discription
SOUTH,10535,South Descripton
EAST,10336,East Description
WEST,10334,West Description
10336,outside,Room Description,
NORTH,10336,North Discription
SOUTH,10536,South Descripton
EAST,10337,East Description
WEST,10335,West Description
10337,outside,Room Description,
NORTH,10337,North Discription
SOUTH,10537,South Descripton
EAST,10338,East Description
WEST,10336,West Description
10338,outside,Room Description,
NORTH,10338,North Discription
SOUTH,10538,South Descripton
EAST,10339,East Description
WEST,10337,West Description
10339,outside,Room Description,
NORTH,10339,North Discription
SOUTH,10539,South Descripton
EAST,10340,East Description
WEST,10338,West Description
10340,outside,Room Description,
NORTH,10340,North Discription
SOUTH,10540,South Descripton
EAST,10341,East Description
WEST,10339,West Description
10341,outside,Room Description,
NORTH,10341,North Discription
SOUTH,10541,South Descripton
EAST,10342,East Description
WEST,10340,West Description
10342,outside,Room Description,
NORTH,10342,North Discription
SOUTH,10542,South Descripton
EAST,10343,East Description
WEST,10341,West Description
10343,outside,Room Description,
NORTH,10343,North Discription
SOUTH,10543,South Descripton
EAST,10344,East Description
WEST,10342,West Description
10344,outside,Room Description,
NORTH,10344,North Discription
SOUTH,10544,South Descripton
EAST,10345,East Description
WEST,10343,West Description
10345,outside,Room Description,
NORTH,10345,North Discription
SOUTH,10545,South Descripton
EAST,10346,East Description
WEST,10344,West Description
10346,outside,Room Description,
NORTH,10346,North Discription
SOUTH,10546,South Descripton
EAST,10347,East Description
WEST,10345,West Description
10347,outside,Room Description,
NORTH,10347,North Discription
SOUTH,10547,South Descripton
EAST,10348,East Description
WEST,10346,West Description
10348,outside,Room Description,
NORTH,10348,North Discription
SOUTH,10548,South Descripton
EAST,10349,East Description
WEST,10347,West Description
10349,outside,Room Description,
NORTH,10349,North Discription
SOUTH,10549,South Descripton
EAST,10350,East Description
WEST,10348,West Description
10350,outside,Room Description,
NORTH,10350,North Discription
SOUTH,10550,South Descripton
EAST,10351,East Description
WEST,10349,West Description
10351,outside,Room Description,
NORTH,10351,North Discription
SOUTH,10551,South Descripton
EAST,10352,East Description
WEST,10350,West Description
10352,outside,Room Description,
NORTH,10352,North Discription
SOUTH,10552,South Descripton
EAST,10353,East Description
WEST,10351,West Description
10353,outside,Room Description,
NORTH,10353,North Discription
SOUTH,10553,South Descripton
EAST,10354,East Description
WEST,10352,West Description
10354,outside,Room Description,
NORTH,10354,North Discription
SOUTH,10554,South Descripton
EAST,10355,East Description
WEST,10353,West Description
10355,outside,Room Description,
NORTH,10355,North Discription
SOUTH,10555,South Descripton
EAST,10356,East Description
WEST,10354,West Description
10356,outside,Room Description,
NORTH,10356,North Discription
SOUTH,10556,South Descripton
EAST,10357,East Description
WEST,10355,West Description
10357,outside,Room Description,
NORTH,10357,North Discription
SOUTH,10557,South Descripton
EAST,10358,East Description
WEST,10356,West Description
10358,outside,Room Description,
NORTH,10358,North Discription
SOUTH,10558,South Descripton
EAST,10359,East Description
WEST,10357,West Description
10359,outside,Room Description,
NORTH,10359,North Discription
SOUTH,10559,South Descripton
EAST,10360,East Description
WEST,10358,West Description
10360,outside,Room Description,
NORTH,10360,North Discription
SOUTH,10560,South Descripton
EAST,10361,East Description
WEST,10359,West Description
10361,outside,Room Description,
NORTH,10361,North Discription
SOUTH,10561,South Descripton
EAST,10362,East Description
WEST,10360,West Description
10362,outside,Room Description,
NORTH,10362,North Discription
SOUTH,10562,South Descripton
EAST,10363,East Description
WEST,10361,West Description
10363,outside,Room Description,
NORTH,10363,North Discription
SOUTH,10563,South Descripton
EAST,10364,East Description
WEST,10362,West Description
10364,outside,Room Description,
NORTH,10364,North Discription
SOUTH,10564,South Descripton
EAST,10365,East Description
WEST,10363,West Description
10365,outside,Room Description,
NORTH,10365,North Discription
SOUTH,10565,South Descripton
EAST,10366,East Description
WEST,10364,West Description
10366,outside,Room Description,
NORTH,10366,North Discription
SOUTH,10566,South Descripton
EAST,10367,East Description
WEST,10365,West Description
10367,outside,Room Description,
NORTH,10367,North Discription
SOUTH,10567,South Descripton
EAST,10368,East Description
WEST,10366,West Description
10368,outside,Room Description,
NORTH,10368,North Discription
SOUTH,10568,South Descripton
EAST,10369,East Description
WEST,10367,West Description
10369,outside,Room Description,
NORTH,10369,North Discription
SOUTH,10569,South Descripton
EAST,10370,East Description
WEST,10368,West Description
10370,outside,Room Description,
NORTH,10370,North Discription
SOUTH,10570,South Descripton
EAST,10371,East Description
WEST,10369,West Description
10371,outside,Room Description,
NORTH,10371,North Discription
SOUTH,10571,South Descripton
EAST,10372,East Description
WEST,10370,West Description
10372,outside,Room Description,
NORTH,10372,North Discription
SOUTH,10572,South Descripton
EAST,10373,East Description
WEST,10371,West Description
10373,outside,Room Description,
NORTH,10373,North Discription
SOUTH,10573,South Descripton
EAST,10374,East Description
WEST,10372,West Description
10374,outside,Room Description,
NORTH,10374,North Discription
SOUTH,10574,South Descripton
EAST,10375,East Description
WEST,10373,West Description
10375,outside,Room Description,
NORTH,10375,North Discription
SOUTH,10575,South Descripton
EAST,10376,East Description
WEST,10374,West Description
10376,outside,Room Description,
NORTH,10376,North Discription
SOUTH,10576,South Descripton
EAST,10377,East Description
WEST,10375,West Description
10377,outside,Room Description,
NORTH,10377,North Discription
SOUTH,10577,South Descripton
EAST,10378,East Description
WEST,10376,West Description
10378,outside,Room Description,
NORTH,10378,North Discription
SOUTH,10578,South Descripton
EAST,10379,East Description
WEST,10377,West Description
10379,outside,Room Description,
NORTH,10379,North Discription
SOUTH,10579,South Descripton
EAST,10380,East Description
WEST,10378,West Description
10380,outside,Room Description,
NORTH,10380,North Discription
SOUTH,10580,South Descripton
EAST,10381,East Description
WEST,10379,West Description
10381,outside,Room Description,
NORTH,10381,North Discription
SOUTH,10581,South Descripton
EAST,10382,East Description
WEST,10380,West Description
10382,outside,Room Description,
NORTH,10382,North Discription
SOUTH,10582,South Descripton
EAST,10383,East Description
WEST,10381,West Description
10383,outside,Room Description,
NORTH,10383,North Discription
SOUTH,10583,South Descripton
EAST,10384,East Description
WEST,10382,West Description
10384,outside,Room Description,
NORTH,10384,North Discription
SOUTH,10584,South Descripton
EAST,10385,East Description
WEST,10383,West Description
10385,outside,Room Description,
NORTH,10385,North Discription
SOUTH,10585,South Descripton
EAST,10386,East Description
WEST,10384,West Description
10386,outside,Room Description,
NORTH,10386,North Discription
SOUTH,10586,South Descripton
EAST,10387,East Description
WEST,10385,West Description
10387,outside,Room Description,
NORTH,10387,North Discription
SOUTH,10587,South Descripton
EAST,10388,East Description
WEST,10386,West Description
10388,outside,Room Description,
NORTH,10388,North Discription
SOUTH,10588,South Descripton
EAST,10389,East Description
WEST,10387,West Description
10389,outside,Room Description,
NORTH,10389,North Discription
SOUTH,10589,South Descripton
EAST,10390,East Description
WEST,10388,West Description
10390,outside,Room Description,
NORTH,10390,North Discription
SOUTH,10590,South Descripton
EAST,10391,East Description
WEST,10389,West Description
10391,outside,Room Description,
NORTH,10391,North Discription
SOUTH,10591,South Descripton
EAST,10392,East Description
WEST,10390,West Description
10392,outside,Room Description,
NORTH,10392,North Discription
SOUTH,10592,South Descripton
EAST,10393,East Description
WEST,10391,West Description
10393,outside,Room Description,
NORTH,10393,North Discription
SOUTH,10593,South Descripton
EAST,10394,East Description
WEST,10392,West Description
10394,outside,Room Description,
NORTH,10394,North Discription
SOUTH,10594,South Descripton
EAST,10395,East Description
WEST,10393,West Description
10395,outside,Room Description,
NORTH,10395,North Discription
SOUTH,10595,South Descripton
EAST,10396,East Description
WEST,10394,West Description
10396,outside,Room Description,
NORTH,10396,North Discription
SOUTH,10596,South Descripton
EAST,10397,East Description
WEST,10395,West Description
10397,outside,Room Description,
NORTH,10397,North Discription
SOUTH,10597,South Descripton
EAST,10398,East Description
WEST,10396,West Description
10398,outside,Room Description,
NORTH,10398,North Discription
SOUTH,10598,South Descripton
EAST,10399,East Description
WEST,10397,West Description
10399,outside,Room Description,
NORTH,10399,North Discription
SOUTH,10599,South Descripton
EAST,10400,East Description
WEST,10398,West Description
10400,outside,Room Description,
NORTH,10400,North Discription
SOUTH,10600,South Descripton
EAST,0,East Description
WEST,10399,West Description
10401,outside,Room Description,
NORTH,10401,North Discription
